TransactionID,AccountID,Amount,Merchant,Category,Timestamp,Location
TXN000280,ACC0018,34.61,Spotify,Subscription,2023-01-09 06:37:00,"Seattle, USA"
TXN000281,ACC0010,1454.15,Expedia,Travel,2023-06-03 05:36:00,"Los Angeles, USA"
TXN000282,ACC0016,1706.41,Apple Store,Electronics,2023-07-16 23:08:00,"Seattle, USA"
TXN000283,ACC0045,1051.51,Airbnb,Travel,2023-02-20 13:14:00,"Los Angeles, USA"
TXN000284,ACC0005,67.3,Shell,Gas,2023-06-17 00:40:00,"Berlin, Germany"
TXN000285,ACC0018,1032.15,Delta Airlines,Travel,2023-08-10 05:43:00,"Boston, USA"
TXN000286,ACC0038,13.14,Uber,Transportation,2024-01-01 02:05:00,"Houston, USA"
TXN000287,ACC0018,361.61,Target,Shopping,2023-06-12 11:06:00,"Boston, USA"
TXN000288,ACC0006,233.47,Amazon,Shopping,2023-03-09 02:11:00,"Houston, USA"
TXN000289,ACC0028,86.77,Subway,Restaurants,2023-02-15 11:35:00,"New York, USA"
TXN000290,ACC0006,1.75,Whole Foods,Groceries,2023-01-23 22:00:00,"São Paulo, Brazil"
TXN000291,ACC0025,218.63,Amazon,Shopping,2023-05-05 18:33:00,"Mexico City, Mexico"
TXN000292,ACC0011,21.1,Uber,Transportation,2023-09-10 04:04:00,"Miami, USA"
TXN000293,ACC0011,92.9,Trader Joe's,Groceries,2023-07-04 08:15:00,"Los Angeles, USA"
TXN000294,ACC0047,31.72,Google Play,Subscription,2023-03-11 09:00:00,"Los Angeles, USA"
TXN000295,ACC0026,59.11,Shell,Gas,2023-08-14 10:27:00,"London, UK"
TXN000296,ACC0042,635.85,Microsoft Store,Electronics,2023-09-03 10:11:00,"Houston, USA"
TXN000297,ACC0026,65.42,Shell,Gas,2023-06-16 12:17:00,"Houston, USA"
TXN000298,ACC0026,76.26,Exxon,Gas,2023-12-16 17:01:00,"Chicago, USA"
TXN000299,ACC0047,37.77,Subway,Restaurants,2023-07-29 21:31:00,"Chicago, USA"
TXN000300,ACC0009,15.89,Google Play,Subscription,2023-07-13 02:28:00,"Boston, USA"
TXN000301,ACC0039,64.91,Chipotle,Restaurants,2023-10-06 01:50:00,"Boston, USA"
TXN000302,ACC0024,82.17,Lyft,Transportation,2023-02-25 07:42:00,"Los Angeles, USA"
TXN000303,ACC0043,60.58,Exxon,Gas,2023-06-19 13:06:00,"Boston, USA"
TXN000304,ACC0001,39.52,McDonald's,Restaurants,2023-10-25 22:36:00,"Mexico City, Mexico"
TXN000305,ACC0015,63.54,Subway,Restaurants,2023-12-20 16:09:00,"São Paulo, Brazil"
TXN000306,ACC0023,70.18,Amazon,Shopping,2023-03-01 23:09:00,"Los Angeles, USA"
TXN000307,ACC0023,238.56,Walgreens,Healthcare,2023-06-28 15:06:00,"San Francisco, USA"
TXN000308,ACC0029,959.65,Airbnb,Travel,2023-12-30 03:01:00,"New York, USA"
TXN000309,ACC0022,35.47,Google Play,Subscription,2023-09-22 05:35:00,"Houston, USA"
TXN000310,ACC0011,48.45,Shell,Gas,2023-11-19 05:11:00,"Boston, USA"
TXN000311,ACC0041,42.58,Uber,Transportation,2023-08-19 18:27:00,"Boston, USA"
TXN000312,ACC0025,123.1,Amazon,Shopping,2023-10-23 03:51:00,"Los Angeles, USA"
TXN000313,ACC0035,346.21,Home Depot,Home Improvement,2023-12-10 15:33:00,"Miami, USA"
TXN000314,ACC0041,46.38,Shell,Gas,2023-06-28 11:54:00,"Los Angeles, USA"
TXN000315,ACC0030,1636.79,Microsoft Store,Electronics,2023-11-11 18:05:00,"Vancouver, Canada"
TXN000316,ACC0044,11027.65,McDonald's,Restaurants,2023-03-01 05:23:00,"Vancouver, Canada"
TXN000317,ACC0045,206.46,Target,Shopping,2023-08-05 05:31:00,"Boston, USA"
TXN000318,ACC0041,46.36,Spotify,Subscription,2023-10-12 05:31:00,"Seattle, USA"
TXN000319,ACC0019,171.0,Target,Shopping,2023-07-03 00:31:00,"New York, USA"
TXN000320,ACC0009,798.69,Best Buy,Electronics,2023-07-29 21:31:00,"San Francisco, USA"
TXN000321,ACC0027,2.74,Delta Airlines,Travel,2023-09-19 03:38:00,"London, UK"
TXN000322,ACC0032,578.44,Home Depot,Home Improvement,2023-05-30 01:17:00,"San Francisco, USA"
TXN000323,ACC0015,12.57,Spotify,Subscription,2023-10-09 16:07:00,"San Francisco, USA"
TXN000324,ACC0037,118.07,McDonald's,Restaurants,2023-10-05 01:48:00,"Paris, France"
TXN000325,ACC0047,39.03,Subway,Restaurants,2023-06-02 01:28:00,"Houston, USA"
TXN000326,ACC0017,69.92,Exxon,Gas,2023-05-02 06:51:00,"Los Angeles, USA"
TXN000327,ACC0048,733.73,Apple Store,Electronics,2023-03-26 19:08:00,"Tokyo, Japan"
TXN000328,ACC0014,1630.34,United Airlines,Travel,2023-11-02 17:10:00,"Miami, USA"
TXN000329,ACC0021,32.49,Lyft,Transportation,2023-03-11 13:58:00,"Los Angeles, USA"
TXN000330,ACC0004,334.83,CVS Pharmacy,Healthcare,2023-05-08 04:45:00,"Miami, USA"
TXN000331,ACC0021,1546.8,United Airlines,Travel,2023-03-14 18:40:00,"San Francisco, USA"
TXN000332,ACC0018,21.88,Google Play,Subscription,2023-07-26 16:47:00,"Los Angeles, USA"
TXN000333,ACC0018,88.35,Lyft,Transportation,2023-06-17 18:00:00,"San Francisco, USA"
TXN000334,ACC0050,276.97,American Airlines,Travel,2023-02-08 15:53:00,"Dubai, UAE"
TXN000335,ACC0005,855.66,Delta Airlines,Travel,2023-09-11 08:20:00,"Boston, USA"
TXN000336,ACC0019,56.79,Shell,Gas,2023-06-25 21:48:00,"San Francisco, USA"
TXN000337,ACC0004,320.57,Walmart,Shopping,2023-03-05 05:28:00,"New York, USA"
TXN000338,ACC0030,117.11,Amazon,Shopping,2023-11-29 09:10:00,"Chicago, USA"
TXN000339,ACC0018,59.18,Starbucks,Restaurants,2023-01-27 12:40:00,"Chicago, USA"
TXN000340,ACC0020,1534.94,Airbnb,Travel,2023-12-27 03:00:00,"Los Angeles, USA"
TXN000341,ACC0014,26.84,Chipotle,Restaurants,2023-01-05 00:44:00,"San Francisco, USA"
TXN000342,ACC0022,1977.49,United Airlines,Travel,2023-09-02 02:14:00,"Chicago, USA"
TXN000343,ACC0025,122.45,Starbucks,Restaurants,2023-06-03 04:24:00,"Seattle, USA"
TXN000344,ACC0050,1761.54,United Airlines,Travel,2023-02-05 16:36:00,"Chicago, USA"
TXN000345,ACC0001,370.03,Microsoft Store,Electronics,2023-11-18 23:09:00,"Houston, USA"
TXN000346,ACC0027,912.65,Microsoft Store,Electronics,2023-03-13 03:37:00,"Los Angeles, USA"
TXN000347,ACC0047,193.2,Whole Foods,Groceries,2023-05-07 08:41:00,"Chicago, USA"
TXN000348,ACC0006,126.18,Costco,Groceries,2023-12-20 00:54:00,"Vancouver, Canada"
TXN000349,ACC0043,268.52,Walgreens,Healthcare,2023-06-01 20:03:00,"Boston, USA"
TXN000350,ACC0016,24.01,Chipotle,Restaurants,2023-09-28 00:23:00,"Los Angeles, USA"
TXN000351,ACC0021,433.19,Target,Shopping,2023-10-07 21:11:00,"Seattle, USA"
TXN000352,ACC0049,18.36,Chipotle,Restaurants,2023-05-15 06:02:00,"New York, USA"
TXN000353,ACC0004,1062.56,Delta Airlines,Travel,2023-08-05 22:25:00,"Boston, USA"
TXN000354,ACC0006,29.19,Google Play,Subscription,2023-06-08 02:32:00,"Los Angeles, USA"
TXN000355,ACC0014,1119.14,Delta Airlines,Travel,2023-06-08 22:27:00,"Los Angeles, USA"
TXN000356,ACC0047,210.02,American Airlines,Travel,2023-03-01 14:39:00,"Boston, USA"
TXN000357,ACC0039,339.72,Walmart,Shopping,2023-03-03 00:45:00,"Chicago, USA"
TXN000358,ACC0009,20.56,Lyft,Transportation,2023-09-22 23:16:00,Singapore
TXN000359,ACC0011,66.24,Exxon,Gas,2023-01-16 10:51:00,"Houston, USA"
TXN000360,ACC0028,50.66,CVS Pharmacy,Healthcare,2023-11-18 02:31:00,"São Paulo, Brazil"
TXN000361,ACC0030,7.49,Netflix,Subscription,2023-07-08 05:16:00,"Seattle, USA"
TXN000362,ACC0050,89.5,McDonald's,Restaurants,2023-09-18 00:02:00,"San Francisco, USA"
TXN000363,ACC0001,102.28,Costco,Groceries,2023-04-02 01:35:00,"Chicago, USA"
TXN000364,ACC0046,896.8,Airbnb,Travel,2023-06-13 08:52:00,"Boston, USA"
TXN000365,ACC0005,282.83,Apple Store,Electronics,2023-04-02 07:51:00,"New York, USA"
TXN000366,ACC0034,53.08,Walmart,Shopping,2023-06-09 10:05:00,"Miami, USA"
TXN000367,ACC0036,60.39,Subway,Restaurants,2023-11-15 07:29:00,"Miami, USA"
TXN000368,ACC0024,1995.68,Apple Store,Electronics,2023-05-06 04:00:00,"Mexico City, Mexico"
TXN000369,ACC0027,3.38,Walmart,Shopping,2023-06-26 23:00:00,"Houston, USA"
TXN000370,ACC0015,33.62,Spotify,Subscription,2023-06-21 00:48:00,"New York, USA"
TXN000371,ACC0043,151.55,Whole Foods,Groceries,2023-09-29 07:26:00,"Houston, USA"
TXN000372,ACC0032,361.59,Walmart,Shopping,2023-09-24 13:44:00,"Houston, USA"
TXN000373,ACC0024,20.06,Subway,Restaurants,2023-11-23 12:04:00,"Chicago, USA"
TXN000374,ACC0038,898.22,Apple Store,Electronics,2023-05-30 08:54:00,"San Francisco, USA"
TXN000375,ACC0021,1431.38,Delta Airlines,Travel,2023-08-20 08:14:00,"London, UK"
TXN000376,ACC0005,1570.88,Best Buy,Electronics,2023-02-24 05:28:00,"Chicago, USA"
TXN000377,ACC0030,31.64,Shell,Gas,2023-08-20 09:29:00,"Houston, USA"
TXN000378,ACC0017,271.8,American Airlines,Travel,2023-12-27 22:38:00,"Vancouver, Canada"
TXN000379,ACC0003,1720.32,Best Buy,Electronics,2023-07-02 12:32:00,"Houston, USA"
TXN000380,ACC0004,29.72,Uber,Transportation,2023-07-27 14:35:00,"New York, USA"
TXN000381,ACC0048,9.26,Spotify,Subscription,2023-03-04 00:03:00,"Chicago, USA"
TXN000382,ACC0050,51.65,Costco,Groceries,2023-10-26 18:16:00,"Los Angeles, USA"
TXN000383,ACC0005,114.92,Amazon,Shopping,2023-02-17 10:07:00,"Chicago, USA"
TXN000384,ACC0003,47402.63,Walmart,Shopping,2023-08-10 23:25:00,"São Paulo, Brazil"
TXN000385,ACC0032,347.94,Amazon,Shopping,2023-04-06 08:17:00,"Houston, USA"
TXN000386,ACC0029,314.77,Target,Shopping,2023-09-13 13:56:00,"Miami, USA"
TXN000387,ACC0036,20.46,Chipotle,Restaurants,2023-04-13 20:56:00,"Boston, USA"
TXN000388,ACC0034,198.91,Costco,Groceries,2023-07-15 22:22:00,"New York, USA"
TXN000389,ACC0031,26.81,Spotify,Subscription,2023-06-14 12:17:00,Singapore
TXN000390,ACC0012,1.75,Whole Foods,Groceries,2023-01-23 22:05:00,"São Paulo, Brazil"
TXN000391,ACC0021,107.14,Microsoft Store,Electronics,2023-01-30 15:33:00,"Toronto, Canada"
TXN000392,ACC0023,1999.25,Expedia,Travel,2023-05-07 21:15:00,"Houston, USA"
TXN000393,ACC0018,40.61,Spotify,Subscription,2023-10-22 12:22:00,"San Francisco, USA"
TXN000394,ACC0012,604.74,Home Depot,Home Improvement,2023-10-30 00:45:00,"Paris, France"
TXN000395,ACC0045,56.0,Exxon,Gas,2023-09-10 17:19:00,"Houston, USA"
TXN000396,ACC0012,20.82,Chipotle,Restaurants,2023-01-11 16:30:00,"Houston, USA"
TXN000397,ACC0001,58.78,Shell,Gas,2023-04-01 10:03:00,"London, UK"
TXN000398,ACC0002,358.25,Target,Shopping,2023-09-27 11:04:00,"Los Angeles, USA"
TXN000399,ACC0024,42.58,Lyft,Transportation,2023-06-15 04:10:00,"Miami, USA"
TXN000400,ACC0047,133.26,Trader Joe's,Groceries,2023-03-31 22:35:00,"Seattle, USA"
TXN000401,ACC0045,745.81,Microsoft Store,Electronics,2023-07-13 09:46:00,"Chicago, USA"
TXN000402,ACC0045,105.3,Walgreens,Healthcare,2023-10-18 01:11:00,"Boston, USA"
TXN000403,ACC0039,69.48,Shell,Gas,2023-09-12 04:21:00,"Los Angeles, USA"
TXN000404,ACC0048,57.25,Starbucks,Restaurants,2023-03-27 20:56:00,"Seattle, USA"
TXN000405,ACC0006,1373.05,United Airlines,Travel,2023-08-17 00:16:00,"London, UK"
TXN000406,ACC0014,27.54,Costco,Groceries,2023-01-01 01:24:00,"Los Angeles, USA"
TXN000407,ACC0029,1941.29,Airbnb,Travel,2023-07-13 11:34:00,"Dubai, UAE"
TXN000408,ACC0025,76.09,McDonald's,Restaurants,2023-03-25 14:04:00,"San Francisco, USA"
TXN000409,ACC0003,172.98,Walgreens,Healthcare,2023-06-25 05:56:00,"Chicago, USA"
TXN000410,ACC0025,102.75,Home Depot,Home Improvement,2023-06-23 19:39:00,"Chicago, USA"
TXN000411,ACC0031,45.98,Lyft,Transportation,2023-03-22 01:06:00,"Boston, USA"
TXN000412,ACC0022,848.1,Best Buy,Electronics,2023-12-05 09:19:00,"Miami, USA"
TXN000413,ACC0016,63.79,McDonald's,Restaurants,2023-03-20 01:23:00,"San Francisco, USA"
TXN000414,ACC0001,69.49,Trader Joe's,Groceries,2023-04-13 03:01:00,"San Francisco, USA"
TXN000415,ACC0014,313.06,Home Depot,Home Improvement,2023-06-07 12:30:00,"Los Angeles, USA"
TXN000416,ACC0032,13.66,Uber,Transportation,2023-03-27 21:00:00,Singapore
TXN000417,ACC0012,45.98,Exxon,Gas,2023-05-15 14:29:00,"New York, USA"
TXN000418,ACC0017,64.68,Costco,Groceries,2023-02-13 21:22:00,"Los Angeles, USA"
TXN000419,ACC0035,124.1,Trader Joe's,Groceries,2023-09-25 13:34:00,"Boston, USA"
TXN000420,ACC0044,1002.17,American Airlines,Travel,2023-06-03 02:25:00,"Dubai, UAE"
TXN000421,ACC0046,294.19,Walmart,Shopping,2023-03-03 14:11:00,"Chicago, USA"
TXN000422,ACC0011,425.82,Best Buy,Electronics,2023-12-16 13:12:00,"Los Angeles, USA"
TXN000423,ACC0041,305.62,Target,Shopping,2023-02-14 12:35:00,"Los Angeles, USA"
TXN000424,ACC0026,43.55,Spotify,Subscription,2023-12-25 19:37:00,"New York, USA"
TXN000425,ACC0034,313.79,Delta Airlines,Travel,2023-02-24 18:49:00,"Los Angeles, USA"
TXN000426,ACC0007,1748.2,Delta Airlines,Travel,2023-05-16 12:41:00,"Tokyo, Japan"
TXN000427,ACC0032,972.44,Apple Store,Electronics,2023-03-15 19:38:00,"Boston, USA"
TXN000428,ACC0044,8.68,Lyft,Transportation,2023-12-20 07:03:00,"London, UK"
TXN000429,ACC0048,46.14,Chipotle,Restaurants,2023-06-05 09:17:00,"Seattle, USA"
TXN000430,ACC0032,1401.22,American Airlines,Travel,2023-03-10 09:47:00,"San Francisco, USA"
TXN000431,ACC0029,709.65,Expedia,Travel,2023-11-27 02:12:00,"Buenos Aires, Argentina"
TXN000432,ACC0029,1656.74,Best Buy,Electronics,2023-07-11 01:32:00,Singapore
TXN000433,ACC0011,108.76,Starbucks,Restaurants,2023-03-30 06:56:00,"New York, USA"
TXN000434,ACC0013,574.03,United Airlines,Travel,2023-12-27 06:17:00,"Seattle, USA"
TXN000435,ACC0024,1059.74,United Airlines,Travel,2023-12-15 00:15:00,"Los Angeles, USA"
TXN000436,ACC0024,71.35,Chipotle,Restaurants,2023-10-28 17:22:00,"Dubai, UAE"
TXN000437,ACC0023,897.66,Home Depot,Home Improvement,2023-05-26 00:24:00,"Chicago, USA"
TXN000438,ACC0004,585.09,Home Depot,Home Improvement,2023-11-28 07:43:00,"San Francisco, USA"
TXN000439,ACC0014,216.56,CVS Pharmacy,Healthcare,2023-08-31 04:41:00,"New York, USA"
TXN000440,ACC0012,66.5,Microsoft Store,Electronics,2023-12-31 22:41:00,"Miami, USA"
TXN000441,ACC0018,84.65,Trader Joe's,Groceries,2023-04-22 14:19:00,"Miami, USA"
TXN000442,ACC0044,33.06,Netflix,Subscription,2023-09-19 21:53:00,"New York, USA"
TXN000443,ACC0024,31.72,Spotify,Subscription,2023-09-04 02:21:00,"Los Angeles, USA"
TXN000444,ACC0018,2.74,Delta Airlines,Travel,2023-09-19 03:15:00,"London, UK"
TXN000445,ACC0018,361.33,CVS Pharmacy,Healthcare,2023-04-07 04:33:00,"Vancouver, Canada"
TXN000446,ACC0049,25.5,Costco,Groceries,2023-07-26 21:20:00,"Buenos Aires, Argentina"
TXN000447,ACC0044,32.22,Target,Shopping,2023-05-13 13:25:00,"Miami, USA"
TXN000448,ACC0025,1207.75,Airbnb,Travel,2023-06-25 23:45:00,"Boston, USA"
TXN000449,ACC0015,65.64,Uber,Transportation,2023-09-17 09:54:00,"Seattle, USA"
TXN000450,ACC0011,1765.34,United Airlines,Travel,2023-08-30 04:47:00,"Los Angeles, USA"
TXN000451,ACC0017,1162.16,Airbnb,Travel,2023-12-02 02:14:00,"London, UK"
TXN000452,ACC0023,176.21,Costco,Groceries,2023-07-10 08:37:00,"Seattle, USA"
TXN000453,ACC0019,24.72,Subway,Restaurants,2023-08-30 06:32:00,"Los Angeles, USA"
TXN000454,ACC0008,825.17,American Airlines,Travel,2023-03-19 04:12:00,"New York, USA"
TXN000455,ACC0022,180.18,Trader Joe's,Groceries,2023-06-11 22:11:00,"Miami, USA"
TXN000456,ACC0050,55.23,Starbucks,Restaurants,2023-11-21 01:00:00,"London, UK"
TXN000457,ACC0029,385.37,CVS Pharmacy,Healthcare,2023-09-08 02:08:00,"Chicago, USA"
TXN000458,ACC0040,94.44,Trader Joe's,Groceries,2023-07-16 00:02:00,"San Francisco, USA"
TXN000459,ACC0035,777.55,Best Buy,Electronics,2023-09-29 06:01:00,"Seattle, USA"
TXN000460,ACC0044,372.13,Amazon,Shopping,2023-06-09 04:06:00,"Seattle, USA"
TXN000461,ACC0025,18.78,Netflix,Subscription,2023-06-02 09:29:00,"New York, USA"
TXN000462,ACC0047,28.59,Netflix,Subscription,2023-06-25 15:22:00,"Chicago, USA"
TXN000463,ACC0049,1898.76,Best Buy,Electronics,2023-01-10 07:14:00,"Berlin, Germany"
TXN000464,ACC0047,372.36,Target,Shopping,2023-03-05 11:45:00,"Chicago, USA"
TXN000465,ACC0042,812.87,Delta Airlines,Travel,2023-11-01 01:42:00,"New York, USA"
TXN000466,ACC0007,5.89,Google Play,Subscription,2023-08-16 12:07:00,"Boston, USA"
TXN000467,ACC0036,356.9,CVS Pharmacy,Healthcare,2023-06-04 13:42:00,"New York, USA"
TXN000468,ACC0007,30.65,Uber,Transportation,2023-08-03 03:32:00,"Chicago, USA"
TXN000469,ACC0047,601.28,Microsoft Store,Electronics,2023-04-12 19:12:00,"Dubai, UAE"
TXN000470,ACC0050,271.11,CVS Pharmacy,Healthcare,2023-06-01 05:02:00,"Boston, USA"
TXN000471,ACC0036,37.49,Chipotle,Restaurants,2023-05-01 00:00:00,"London, UK"
TXN000472,ACC0043,23.68,Starbucks,Restaurants,2023-03-18 02:49:00,"San Francisco, USA"
TXN000473,ACC0033,110.75,Starbucks,Restaurants,2023-08-22 09:16:00,"San Francisco, USA"
TXN000474,ACC0030,410.33,Walmart,Shopping,2023-07-04 21:20:00,"Vancouver, Canada"
TXN000475,ACC0028,280.5,Airbnb,Travel,2023-01-05 04:42:00,"Los Angeles, USA"
TXN000476,ACC0042,376.8,Home Depot,Home Improvement,2023-02-17 11:52:00,"Miami, USA"
TXN000477,ACC0022,418.75,Home Depot,Home Improvement,2023-07-17 22:54:00,"Toronto, Canada"
TXN000478,ACC0031,1332.81,Delta Airlines,Travel,2023-03-09 22:46:00,"Houston, USA"
TXN000479,ACC0004,297.05,American Airlines,Travel,2023-10-19 21:28:00,"Dubai, UAE"
TXN000480,ACC0012,1569.37,Microsoft Store,Electronics,2023-12-17 23:57:00,"New York, USA"
TXN000481,ACC0009,77.31,Chipotle,Restaurants,2023-01-24 02:16:00,"Sydney, Australia"
TXN000482,ACC0042,63.75,Shell,Gas,2023-12-09 10:33:00,"Houston, USA"
TXN000483,ACC0034,63.73,Lyft,Transportation,2023-09-04 11:42:00,"Houston, USA"
TXN000484,ACC0044,11.69,Google Play,Subscription,2023-01-28 00:41:00,"Buenos Aires, Argentina"
TXN000485,ACC0011,26.12,Netflix,Subscription,2023-02-08 15:20:00,"Chicago, USA"
TXN000486,ACC0016,27.77,Shell,Gas,2023-07-26 07:05:00,"Boston, USA"
TXN000487,ACC0030,89.37,Subway,Restaurants,2023-08-17 10:07:00,"San Francisco, USA"
TXN000488,ACC0032,133.76,Airbnb,Travel,2023-10-13 17:00:00,"New York, USA"
TXN000489,ACC0006,1930.03,Delta Airlines,Travel,2023-12-02 21:29:00,"Houston, USA"
TXN000490,ACC0022,27.99,Exxon,Gas,2023-06-19 17:49:00,"San Francisco, USA"
TXN000491,ACC0040,1447.48,Microsoft Store,Electronics,2023-02-28 03:48:00,"San Francisco, USA"
TXN000492,ACC0043,78.15,Costco,Groceries,2023-10-08 16:23:00,"Vancouver, Canada"
TXN000493,ACC0045,135.36,McDonald's,Restaurants,2023-02-24 08:39:00,"Boston, USA"
TXN000494,ACC0013,1863.92,Best Buy,Electronics,2023-04-08 22:21:00,"San Francisco, USA"
TXN000495,ACC0007,188.35,Expedia,Travel,2023-08-19 14:42:00,"Los Angeles, USA"
TXN000496,ACC0038,48.37,Netflix,Subscription,2023-10-11 13:53:00,"New York, USA"
TXN000497,ACC0038,80.18,Chipotle,Restaurants,2023-12-21 18:11:00,"Seattle, USA"
TXN000498,ACC0047,296.75,United Airlines,Travel,2023-09-16 12:26:00,"Seattle, USA"
TXN000499,ACC0039,28.58,Lyft,Transportation,2023-05-31 14:51:00,"Seattle, USA"
TXN000500,ACC0009,309.21,Target,Shopping,2023-06-03 22:35:00,Singapore
